a	58.978	59.048	59.258	60.114	60.084	60.472	60.552	60.144	59.845	60.373	59.894	58.958	58.74	59.028	59.128	58.958	59.258	60.293	60.074	59.536	60.353	59.516	58.988	58.63	59.148	58.681	59.19	59.01	59.649	59.1	59.509	59.739	59.679	60.607	61.066	61.395	61.425	61.086	61.256	60.857	61.246	61.375	60.417	59.599	59.789	59.958	59.669	59.819	60.078	60.248	60.008	60.747	60.018	59.559	58.451	59.21	59.499	59.26	62.014	60.737	61.126	61.615	62.833	62.643	62.553	62.773	63.331	63.361	63.771	64.589	64.25	64.16	64.579	65.008	64.888	65.976	66.006	65.307	65.547	65.826	65.946	66.036	65.956	65.787	65.647	64.599	63.98	64.26	63.85	64.07	64.87	65.15	65.83	65.7	66.36	66.56	66.6	66.62	67.54	66.99	66.91	66.12	66.44	66.88	67.25	67.02	67.32	67.39	67.71	67.97	67.49	68.03	68.02	68.13	68.37	68.22	68.25	68.11	67.47	66.81
aa	33.51	33.09	33.27	32.99	32.94	32.94	32.86	33.32	32.94	32.82	33.5	33.01	31.78	32.48	31.54	30.74	30.0	30.89	30.45	29.69	29.8	31.09	31.18	31.63	32.95	33.18	32.65	34.02	33.77	33.89	34.19	34.14	35.0	34.6	36.01	36.32	36.4	36.43	36.5	36.72	36.62	36.69	37.3	36.63	36.36	35.64	36.4	36.38	37.28	37.09	37.42	37.99	39.58	38.62	37.78	37.78	37.19	37.5	39.23	37.8	37.76	38.47	39.77	41.06	41.34	41.21	42.17	43.0	43.09	43.88	45.04	44.42	44.43	44.73	42.61	43.6	45.0	44.91	44.8	44.65	44.91	46.2	47.5	46.25	45.38	45.29	44.74	45.07	46.08	46.62	47.65	48.31	47.91	48.25	47.49	47.07	46.89	46.94	47.53	47.71	48.24	47.77	47.75	46.54	47.93	47.93	50.08	49.52	49.15	47.91	47.42	47.78	47.7	47.46	47.12	47.29	46.97	45.89	43.33	43.01 
